NOME,SIGLA,LOGRADOURO,BAIRRO,CIDADE,UF,CEP
"Companhia de Comando da 15ª Brigada de Infantaria Motorizada","Cia Cmdo 15ª Bda Inf Mtz","RUA RIO DE JANEIRO, 229","CENTRO","Cascavel","PR","85806030"
"Companhia de Comando da 16ª Brigada de Infantaria de Selva","Cia Cmdo 16ª Bda Inf Sl","AV DOS EXPEDIOCIONÁRIOS, 2801","AEROPORTO","Tefé","AM","69470000"
"Companhia de Comando da 17ª Brigada de Infantaria de Selva","Cia Cmdo 17ª Bda Inf Sl","RUA DUQUE DE CAXIAS, 935","CAIARI","Porto Velho","RO","78900040"
"Companhia de Comando da 18ª Brigada de Infantaria de Fronteira","Cia Cmdo 18ª Bda Inf Fron","Avenida General Rondon, nº 1735","Dom Bosco","Corumbá","MS","79331030"
"Companhia de Comando da 2ª Brigada de Infantaria de Selva","Cia Cmdo 2ª Bda Inf Sl","ÁREA CAPITÃO NOBUO OBA, S/Nr","CACHOEIRINHA","São Gabriel da Cachoeira","AM","69750000"
"Companhia de Comando da 22ª Brigada de Infantaria de Selva","Cia Cmdo 22ª Bda Inf Sl",,,"Macapá","AP",
"Companhia de Comando da 23ª Brigada de Infantaria de Selva","Cia Cmdo 23ª Bda Inf Sl","FOLHA 23, QUADRA ESPECIAL","NOVA MARABÁ","Marabá","PA","68509630"
"Companhia de Comando da 3ª Brigada de Infantaria Motorizada","Cia Cmdo 3ª Bda Inf Mtz","RUA VISCONDE MAUÁ S/N","VILA MILITAR","Cristalina","GO","73850000"
"Companhia de Comando da 3ª Divisão de Exército","Cia Cmdo 3ª DE","RUA DR BOZANO, 15","CENTRO","Santa Maria","RS","97015001"
"Companhia de Comando da 4ª Brigada de Infantaria Leve","Cia Cmdo 4ª Bda Inf L",,,"Juiz de Fora","MG",
"Companhia de Comando da 4ª Região Militar","Cia Cmdo 4ª RM","AV. RAJA GABAGLIA, 450","GUTIERREZ","Belo Horizonte","MG","30441070"
"Companhia de Comando da 5ª Região Militar e 5ª Divisão de Exército","Cia Cmdo 5ª RM / 5ª DE","RUA 31 DE MARÇO S/N","PINHEIRINHO","Curitiba","PR","81150280"
"Companhia de Comando da 6ª Brigada de Infantaria Blindada","Cia Cmdo 6ª Bda Inf Bld","AV BORGES DE MEDEIROS, 1515","CENTRO","Santa Maria","RS","97015090"
"Companhia de Comando da 6ª Divisão de Exército","Cia Cmdo 6ª DE","RUA CORREA LIMA, 220","MENINO DEUS","Porto Alegre","RS","90850250"
"Companhia de Comando da 6ª Região Militar","Cia Cmdo 6ª RM","PRAÇA DUQUE DE CAXIAS S/N","MOURARIA","Salvador","BA","40040110"
"Companhia de Comando da 7ª Brigada de Infantaria Motorizada","Cia Cmdo 7ª Bda Inf Mtz","AV HERMES DA FONSECA , 1415","TIROL","Natal","RN","59015001"
"Companhia de Comando da 8ª Brigada de Infantaria Motorizada","Cia Cmdo 8ª Bda Inf Mtz","AV ZEFERINO COSTA, 5000","PESTANO","Pelotas","RS","96070480"
"Companhia de Comando da 8ª Região Militar e 8ª Divisão de Exército","Cia Cmdo 8ª RM / 8ª DE","Rua João Diogo, 458","Comércio","Belém","PA","66015160"
"Companhia de Comando do Comando Militar da Amazônia","Cia Cmdo CMA","ESTRADA DA PONTA NEGRA, 4715","PONTA NEGRA","Manaus","AM","69037000"
"Companhia de Comando do Comando Militar do Leste","Cia Cmdo CML","PALÁCIO DUQUE DE CAXIAS","CENTRO","Rio de Janeiro","RJ","20720291"
"Companhia de Comando Do comando Militar do Nordeste","Cia Cmdo CMNE","RODOVIA BR 232 - KM 12","CURADO","Recife","PE","50950000"
"Companhia de Comando do Comando Militar do Oeste","Cia Cmdo CMO","Avenida Duque de Caxias, 1628","Amambai","Campo Grande","MS","79100900"
"Companhia de Comando do Comando Militar do Sul","Cia Cmdo CMS","RUA DOS ANDRADAS, 629","CENTRO","Porto Alegre","RS","90020002"
"Companhia de Comando do Grupamento de Unidades-Escola/9ª Bda Inf Mtz","Cia Cmdo GUEs / 9ª Bda Inf Mtz","RUA SALUSTIANO SILVA , 455","MAGALHÃES  BASTOS","Rio de Janeiro","RJ","21745590"
"Companhia de Comando do 1º Grupamento de Engenharia","Cia Cmdo 1º Gpt E","AV EPITÁCIO PESSOA, 2205","ESTADOS","João Pessoa","PB","58030002"
"Companhia de Comando do 2º Grupamento de Engenharia","Cia Cmdo 2º Gpt E","AVENIDA CORONEL TEIXEIRA  Nº 5513","PONTA NEGRA","Manaus","AM","69037000"
"Companhia de Comando e Controle","Cia C2","RODOVIA DF 001 -  KM 5","SETOR HABITACIONAL TAQUARI","Brasília","DF","71559902"
"Companhia de Comunicações de Aviação do Exército","Cia Com Av Ex",,,"Taubaté","SP",
"Companhia de Defesa Química, Biológica, Radiológica e Nuclear","Cia DQBRN",,,"Goiânia","GO",
"Companhia de Precursores Pára-Quedista","Cia Prec Pqdt","AV GEN BENEDITO DA SILVEIRA SN","VILA MILITAR","Rio de Janeiro","RJ","21615000"
"Complemento da Base de Apoio Regional de Ilhéus","Compl Ba Ap R Ilhéus",,,"Ilhéus","BA",
"Coudelaria de Rincão","COUD RINCÃO","ZONA RURAL","1º DISTRITO","São Borja","RS","97670000"
"Delegacia Especial do Serviço Militar da 7ª C S M","Del Esp SM / 7ª CSM","SCN GALERIA OESTE","PLANO PILOTO","Brasília","DF","70040100"
"Departamento de Ciência e Tecnologia","DCT","QGEx - BL ""G"" - Térreo","Setor Militar Urbano","Brasília","DF","70630901"
"Departamento de Educação e Cultura do Exército","DECEx",,,"Rio de Janeiro","RJ",
"Departamento de Engenharia e Construção","DEC","Q G EX - BLOCO B - 3º PAVIMENTO","S M U","Brasília","DF","70630901"
"Departamento Geral do Pessoal","DGP","QG EX - BLOCO E - 3º PAVIMENTO","S M U","Brasília","DF","70630901"
"Depósito Central de Munição","DC Mun","ESTRADA DO CABRAL RJ 127 KM 6",,"Paracambi","RJ","26600000"
"Depósito de Subsistência de Santa Maria","Dep Subs SANTA MARIA","RUA MAL FLORIANO PEIXOTO, 45","CENTRO","Santa Maria","RS","97043340"
"Depósito de Subsistência de Santo Ângelo","DSSA","RUA TIRADENTES, 1388","GEIS","Santo Ângelo","RS","98803410"
"Destacamento de Saúde Pára-Quedista","Dst Sau Pqdt","AV GEN BENEDITO DA SILVEIRA S/N","VILA MILITAR","Rio de Janeiro","RJ","21615000"
"Diretoria de Abastecimento","DAbst","QGEX - BLOCO "" C"" - 3º Andar","SMU","Brasília","DF","70630901"
"Diretoria de Assuntos Culturais","DAC","PRAÇA DUQUE DE CAXIAS, 25 - 13º PAV","CENTRO","Rio de Janeiro","RJ","20221260"
"Diretoria de Avaliação e Promoções","DAProm","QGEx - BLOCO D - 2° PAVIMENTO","S M U","Brasília","DF","70630901"
"Diretoria de Civis, Inativos, Pensionistas e Assistência Social","DCIPAS","QGEx - Bloco E - 2º Piso","SMU","Brasília","DF","70630901"
"Diretoria de Contabilidade","DCont","Quartel General Marechal Bittencourt, Bloco O, Anexo 2, 3º Andar","ESPLANADA DOS MINISTÉRIOS","Brasília","DF","70050906"
"Diretoria de Controle de Efetivos e Movimentações","DCEM","QGEx - Bloco D - 3º Pav","SMU","Brasília","DF","70630901"
"Diretoria de Educação Preparatória e Assistencial","DEPA","PCA DUQUE DE CAXIAS, 25 - 12º AND","CENTRO","Rio de Janeiro","RJ","20221260"
"Diretoria de Educação Superior Militar","DESMil",,,"Rio de Janeiro","RJ",
"Diretoria de Educação Técnica Militar","DETMil",,,"Rio de Janeiro","RJ",
"Diretoria de Fabricação","DF","Praça Duque de Caxias, 25, 7º Andar","Centro - RJ","Rio de Janeiro","RJ","20221260"
"Diretoria de Fiscalização de Produtos Controlados","DFPC","Q G E X - BLOCO H - 4º ANDAR","S M U","Brasília","DF","70630901"
"Diretoria de Gestão Especial","DGE",,,"Brasília","DF",
"Diretoria de Gestão Orçamentária","DGO","Quartel-General do Exército, Bloco I, 3º Andar","Setor Militar Urbano - SMU","Brasília","DF","70630904"
"Diretoria de Material","DMat","QGEx - Bloco C - 1° Pav","Setor Militar Urbano","Brasília","DF","70630901"
"Diretoria de Material de Aviação do Exército","DMAvEx","Q G EX - BLOCO ""F"" - TERREO","SMU","Brasília","DF","70630901"
"Diretoria de Material de Engenharia","D M E","Q G EX","S M U","Brasília","DF","70630901"
"Diretoria de Obras de Cooperação","DOC","QG Ex - Bloco B - 2º Pav","S M U","Brasília","DF","70630901"
"Diretoria de Obras Militares","DOM","QGEX - BL F - 3º PAV","S M U","Brasília","DF","70630901"
"Diretoria De Patrimônio Imobiliário E Meio Ambiente","DPIMA","QGEx - Bloco B - 2º Piso","S M U","Brasília","DF","70630901"
"Diretoria de Projetos de Engenharia","DPE",,,"Brasília","DF",
"Diretoria de Saúde","DSau","Q G Ex - BLOCO ""D"" - 1º PISO - 2º PISO","S M U","Brasília","DF","70630901"
"Diretoria de Serviço Militar","DSM","QG EX - BLOCO G - TÉRREO","S M U","Brasília","DF","70630901"
"Diretoria De Sistemas E Material De Emprego Militar","DSMEM",,,"Brasília","DF",
"Diretoria do Patrimônio Histórico e Cultural do Exército","DPHCEx","PRAÇA DUQUE DE CAXIAS, 25 - 13º PAV","CENTRO","Rio de Janeiro","RJ","20221260"
"Diretoria do Serviço Geográfico","DSG","QG EX - BL F - 2º PAV","S M U","Brasília","DF","70630901"
"Escola de Aperfeiçoamento de Oficiais","EsAO","AV DUQUE DE CAXIAS, 2071","VILA MILITAR","Rio de Janeiro","RJ","21615220"
"Escola de Aperfeiçoamento de Sargentos das Armas","EASA","Rua Benjamin Constant, 1217","Centro","Cruz Alta","RS","98025110"
"Escola de Artilharia de Costa e Antiaérea","EsACosAAe","AV BENEDITO DA SILVEIRA, 701","DEODORO","Rio de Janeiro","RJ","21615220"
"Escola de Comando e Estado-Maior do Exército","ECEME","Praça General Tibúrcio, 125","Praia Vermelha","Rio de Janeiro","RJ","22290270"
"Escola de Comunicações","EsCom",,,"Brasília","DF",
"Escola de Educação Física do Exército","EsEFEx","AV JOAO LUIZ ALVES S/N","URCA","Rio de Janeiro","RJ","22291090"
"Escola de Equitação do Exército","EsEqEx","ESTR MARECHAL MALLET, Nº 1283","VILA MILITAR","Rio de Janeiro","RJ","21615170"
"Escola de Formação Complementar do Exército","EsFCEx","RUA TERRITÓRIO DO AMAPÁ, 455","PITUBA","Salvador","BA","41830540"
"Escola de Instrução Especializada","EsIE","RUA MAL ABREU LIMA, 450","REALENGO","Rio de Janeiro","RJ","21735240"
"Escola de Instrução Militar Nº 03-001","Es IM 03-001","Rua Carlos Huber - 425","Três Figueiras","Porto Alegre","RS","91330150"
"Escola de Instrução Militar 02-004","EsIMil 02-004","Rua Cidade de Deus, s/nº","Vila Yara","Osasco","SP","06029900"
"Escola de Instrução Militar 2ª - 001","EsIM 02ª-001",,,"São Paulo","SP","01000000"
"Escola de Instrução Militar 2ª - 002","Es IM 02ª-002",,,"São Paulo","SP","01000000"
"Escola de Instrução Militar 2ª - 003","Es IM 02ª-003",,,"Campinas","SP","13000000"
"Escola de Inteligência Militar do Exército","EsIMEx","AI-GAB CMT EX-QG EX-BL A-4º PAV","SMU","Brasília","DF","70630901"
"Escola de Sargentos das Armas","ESA","AV SETE DE SETEMBRO, 628","CENTRO","Três Corações","MG","37410000"
"Escola de Sargentos de Logística","EsSLog","Rua João Vicente nº 2179","Deodoro","Rio de Janeiro","RJ","21610211"
"Escola de Saúde do Exército","EsSEx","RUA FRANCISCO MANUEL, 44","BENFICA","Rio de Janeiro","RJ","20911270"
"Escola Nacional de Defesa Cibernética","ENaDCiber",,,"Brasília","DF","7063000"
"Escola Preparatória de Cadetes do Exército","EsPCEx","AV PAPA PIO XII, 350","JARDIM CHAPADAO","Campinas","SP","13070903"
"Esquadrão de Comando da 1ª Brigada de Cavalaria Mecanizada","Esqd Cmdo 1ª Bda C Mec","AV JULIO DE CASTILHOS, 137","CENTRO","Santiago","RS","97700000"
"Esquadrão de Comando da 2ª Brigada de Cavalaria Mecanizada","Esqd Cmdo 2ª Bda C Mec","Rua Padre Anchieta s/ nº","Fuzileiros","Uruguaiana","RS","97500500"
"Esquadrão de Comando da 3ª Brigada de Cavalaria Mecanizada","Esqd Cmdo 3ª Bda C Mec","AV GEN JOAO TELLES, 1001","CENTRO","Bagé","RS","96400030"
"Esquadrão de Comando da 4ª Brigada de Cavalaria Mecanizada","Esqd Cmdo 4ª Bda C Mec","AV GUAICURUS, 8000","ZONA RURAL","Dourados","MS","79823900"
"Esquadrão de Comando da 5ª Brigada de Cavalaria  Blindada","Esqd Cmdo  5ª Bda Cav  Bld","AV VISCONDE MAUÁ, 2010","OFICINAS","Ponta Grossa","PR","84045000"
"Estabelecimento Central de Transporte","ECT","RUA MONS MANUEL GOMES, 82","SÃO CRISTOVÃO","Rio de Janeiro","RJ","20931670"
"Estabelecimento General Gustavo Cordeiro de Farias","EGGCF","QGEX - SETOR DE GARAGENS","S M U","Brasília","DF","70630901"
"Estado-Maior do Exército","EME","Q G EX - BLOCO A -   3º PAV","S M U","Brasília","DF","70630901"
"Gabinete do Comandante do Exército","GabCmtEx","QG EX - BLOCO A - 4º PAV","S M U","Brasília","DF","70630901"
"Hospital Central do Exército","HCE","RUA FRANCISCO MANUEL, 126","TRIAGEM","Rio de Janeiro","RJ","20911270"
"Hospital de Campanha","HCmp","AV. BRASIL, 25540","DEODORO","Rio de Janeiro","RJ","21615335"
"Hospital de Guarnição de Alegrete","H Gu ALEGRETE","Rua Demétrio Ribeiro, 210","Centro","Alegrete","RS","97542200"
"Hospital de Guarnição de Bagé","H Gu BAGE","AV PORTUGAL, 99","CASTRO ALVES","Bagé","RS","96420050"
"Hospital de Guarnição de Florianópolis","H Gu FLORIANÓPOLIS","RUA SILVA JARDIM, 441","CENTRO","Florianópolis","SC","88020200"
"Hospital de Guarnição de João Pessoa","H Gu JOÃO PESSOA","AV EPITÁCIO PESSOA, 2121","TAMBAUZINHO","João Pessoa","PB","58030002"
"Hospital de Guarnição de Maraba","H Gu MARABA","FOLHA 26, QUADRA ESPECIAL, S/N","NOVA MARABÁ","Marabá","PA","68509090"
"Hospital de Guarnição de Natal","H Gu NATAL","AV HERMES DA FONSECA, 1385","TIROL","Natal","RN","59015145"
"Hospital de Guarnição de Porto Velho","H Gu PORTO VELHO","RUA RUI BARBOSA, 409","CAIARI","Porto Velho","RO","76801195"
"Hospital de Guarnição de Santiago","H Gu SANTIAGO","RUA BENTO GONCALVES, 2500","CENTRO","Santiago","RS","97700000"
"Hospital de Guarnição de São Gabriel da Cachoeira","H Gu S G CACHOEIRA","RUA QUINTINO DE SÁ CAVALCANTI, 250","DABARU","São Gabriel da Cachoeira","AM","69750000"
"Hospital de Guarnição de Tabatinga","H Gu TABATINGA","AV DA AMIZADE, S/N","CENTRO","Tabatinga","AM","69640000"
"Hospital Geral de Belém","H Ge BELEM","PCA SANTOS DUMONT S/N","UMARIZAL","Belém","PA","66050450"
"Hospital Geral de Curitiba","H Ge CURITIBA","PCA MAL ALBERTO FERREIRA  DE ABREU S/N","BATEL","Curitiba","PR","80420020"
"Hospital Geral de Fortaleza","H Ge FORTALEZA","AV DESEMBARGADOR MOREIRA, 1500","ALDEOTA","Fortaleza","CE","60170001"
"Hospital Geral de Juiz de Fora","H Ge JUIZ DE FORA","RUA GEN DESCHAMPS CAVALCANTI, S/N","FÁBRICA","Juiz de Fora","MG","36080220"
"Hospital Geral de Salvador","H Ge SALVADOR","LADEIRA DOS GALES, 26","BROTAS","Salvador","BA","40255020"
"Hospital Geral de Santa Maria","H Ge Sta Maria","RUA MARECHAL HERMES NR 190","PASSO D AREIA","Santa Maria","RS","97010320"
"Hospital Geral do Rio de Janeiro","H Ge RIO DE JANEIRO","AV DUQUE DE CAXIAS, 1551","VILA MILITAR","Rio de Janeiro","RJ","21615220"
"Hospital Militar de Área de Brasília","H Mil A BRASÍLIA","SETOR MILITAR URBANO","S.M.U","Brasília","DF","70630000"
"Hospital Militar de Área de Campo Grande","H Mil A CAMPO GRANDE","AV DUQUE DE CAXIAS, 474","AMAMBAI","Campo Grande","MS","79100400"
"Hospital Militar de Área de Manaus","H Mil A MANAUS","Rua Professor Ernani Simão, 1421","Cachoeirinha","Manaus","AM","69065390"
"Hospital Militar de Área de Porto Alegre","H Mil A PORTO ALEGRE","RUA MARILAND, 450","Auxiliadora","Porto Alegre","RS","90440190"
"Hospital Militar de Área de Recife","H Mil A RECIFE","RUA DO HOSPÃCIO, 563","BOA VISTA","Recife","PE","50050050"
"Hospital Militar de Área de São Paulo","H Mil A SÃO PAULO","R OUVIDOR PORTUGAL, 230","V. MONUMENTAL","São Paulo","SP","01551000"
"Hospital Militar De Resende","H M R",,,"Resende","RJ",
"Instituto de Biologia do Exército","IBEx","RUA FRANCISCO MANUEL, 102","BENFICA","Rio de Janeiro","RJ","20911270"
"Instituto De Defesa Química, Biológica, Radiológica E Nuclear","IDQBRN",,,"Rio de Janeiro","RJ",
"Instituto de Pesquisa da Capacitação Física do Exército","IPCFEx","AV JOAO LUIZ ALVES S/N","URCA","Rio de Janeiro","RJ","22291090"
"Instituto Militar de Engenharia","IME","PCA GEN TIBURCIO, 80","PRAIA VERMELHA","Rio de Janeiro","RJ","22290270"
"Laboratório Químico Farmacéutico do Exército","LQFEx","RUA LICINIO CARDOSO, 96","TRIAGEM","Rio de Janeiro","RJ","20960015"
"Museu Histórico do Exército e Forte de Copacabana","MHEx / FC","PRAÇA CEL EUGENIO FRANCO, 1","COPACABANA","Rio de Janeiro","RJ","22070020"
"Odontoclínica Central do Exército","OCEx","RUA MONCORVO FILHO, 05","CENTRO","Rio de Janeiro","RJ","20211340"
"Parque Regional de Manutenção da 10ª Região Militar","Pq R Mnt / 10ª RM","AV EDUARDO GIRAO, 1533","FÁTIMA","Fortaleza","CE","60415540"
"Parque Regional de Manutenção da 12ª Região Militar","Pq R Mnt / 12ª RM","AV DOS EXPEDICIONÁRIOS, 1985","COMPENSA  I","Manaus","AM","69030480"
"Parque Regional de Manutenção da 3ª Região Militar","Pq R Mnt / 3ª RM","R RADIALISTA OSVALDO NOBRE, 1130","JUSCELINO KUBISTCHEK","Santa Maria","RS","97035000"
"Parque Regional de Manutenção da 5ª Região Militar","Pq R Mnt / 5ª RM","AV FRANCISCO MANOEL ALBIZU, 320","BACACHERI","Curitiba","PR","82600370"
"Parque Regional de Manutenção da 6ª Região Militar","Pq R Mnt / 6ª RM","RUA DA BOA VIAGEM S/N","BOA VIAGEM","Salvador","BA","40414610"
"Parque Regional de Manutenção da 7ª Região Militar","Pq R Mnt / 7ª RM","AV 17 DE AGOSTO, 784","CASA FORTE","Recife","PE","52060590"
"Parque Regional de Manutenção da 8ª Região Militar","Pq R Mnt / 8ª RM","AV PEDRO ALVARES CABRAL, 1106","MARAMBAIA","Belém","PA","66050400"
"Policlínica Militar da Praia Vermelha","PclinMPV","PRAÇA  GEN TIBURCIO, 83 FUNDOS","URCA","Rio de Janeiro","RJ","22290270"
"Policlínica Militar de Niterói","PclinMN","PRAÇA EXPEDICIONARIO, 25","CENTRO","Niterói","RJ","24030270"
"Policlínica Militar de Porto Alegre","PclinMPA","AV JOAO PESSOA, 651","CIDADE BAIXA","Porto Alegre","RS","90040000"
"Policlínica Militar do Rio de Janeiro","PclinMRJ","RUA MONCORVO FILHO, 34","CENTRO","Rio de Janeiro","RJ","20211340"
"Posto de Recrutamento e Mobilização de Apucarana","PRM 05/002",,,"Apucarana","PR",
"Posto de Recrutamento e Mobilização de Aquidauana","PRM 09/005",,,"Aquidauana","MS",
"Posto de Recrutamento e Mobilização de Aracaju","PRM 06/003",,,"Aracaju","SE",
"Posto de Recrutamento e Mobilização de Bagé","PRM 03/003",,,"Bagé","RS",
"Posto de Recrutamento e Mobilização de Barreiras","PRM 06/005",,,"Barreiras","BA",
"Posto de Recrutamento e Mobilização de Belém","PRM 08/001",,,"Belém","PA",
"Posto de Recrutamento e Mobilização de Belo Horizonte","PRM 04/001",,,"Belo Horizonte","MG",
"Posto de Recrutamento e Mobilização de Blumenau","PRM 05/004",,,"Blumenau","SC",
"Posto de Recrutamento e Mobilização de Boa Vista","PRM 12/002",,,"Boa Vista","RR",
"Posto de Recrutamento e Mobilização de Brasília","PRM 11/001",,,"Brasília","DF",
"Posto de Recrutamento e Mobilização de Campo Grande","PRM 09/001",,,"Campo Grande","MS",
"Posto de Recrutamento e Mobilização de Cascavel","PRM 05/006",,,"Cascavel","PR",
"Posto de Recrutamento e Mobilização de Crateús","PRM 10/003",,,"Crateús","CE",
"Posto de Recrutamento e Mobilização de Cruzeiro do Sul","PRM 12/006",,,"Cruzeiro do Sul","AC",
"Posto de Recrutamento e Mobilização de Cuiabá","PRM 09/002",,,"Cuiabá","MT",
"Posto de Recrutamento e Mobilização de Curitiba","PRM 05/001",,,"Curitiba","PR",
"Posto de Recrutamento e Mobilização de Dourados","PRM 09/003",,,"Dourados","MS",
"Posto de Recrutamento e Mobilização de Feira de Santana","PRM 06/002",,,"Feira de Santana","BA",
"Posto de Recrutamento e Mobilização de Florianópolis","PRM 05/003",,,"Florianópolis","SC",
"Posto de Recrutamento e Mobilização de Fortaleza","PRM 10/001",,,"Fortaleza","CE",
"Posto de Recrutamento e Mobilização de Garanhuns","PRM 07/002",,,"Garanhuns","PE",
"Posto de Recrutamento e Mobilização de Goiânia","PRM 11/002",,,"Goiânia","GO",
"Posto de Recrutamento e Mobilização de Ilhéus","PRM 06/004",,,"Ilhéus","BA",
"Posto de Recrutamento e Mobilização de Imperatriz","PRM 08/004",,,"Imperatriz","MA",
"Posto de Recrutamento e Mobilização de João Pessoa","PRM 07/003",,,"João Pessoa","PB",
"Posto de Recrutamento e Mobilização de Juiz de Fora","PRM 04/002",,,"Juiz de Fora","MG",
"Posto de Recrutamento e Mobilização de Macapá","PRM 08/006",,,"Macapá","AP",
"Posto de Recrutamento e Mobilização de Maceió","PRM 07/005",,,"Maceió","AL",
"Posto de Recrutamento e Mobilização de Manaus","PRM 12/001",,,"Manaus","AM",
"Posto de Recrutamento e Mobilização de Marabá","PRM 08/003",,,"Marabá","PA",
"Posto de Recrutamento e Mobilização de Montes Claros","PRM 04/004",,,"Montes Claros","MG",
"Posto de Recrutamento e Mobilização de Natal","PRM 07/004",,,"Natal","RN",
"Posto de Recrutamento e Mobilização de Niterói","PRM 01/003",,,"Niterói","RJ",
"Posto de Recrutamento e Mobilização de Palmas","PRM 11/004",,,"Palmas","TO",
"Posto de Recrutamento e Mobilização de Petrolina","PRM 07/006",,,"Petrolina","PE",
"Posto de Recrutamento e Mobilização de Ponta Grossa","PRM 05/005",,,"Ponta Grossa","PR",
"Posto de Recrutamento e Mobilização de Porto Alegre","PRM 03/001",,,"Porto Alegre","RS",
"Posto de Recrutamento e Mobilização de Porto Velho","PRM 12/003",,,"Porto Velho","RO",
"Posto de Recrutamento e Mobilização de Pouso Alegre","PRM 04/003",,,"Pouso Alegre","MG",
"Posto de Recrutamento e Mobilização de Recife","PRM 07/001",,,"Recife","PE",
"Posto de Recrutamento e Mobilização de Resende","PRM 01/004",,,"Resende","RJ",
"Posto de Recrutamento e Mobilização de Rio Branco","PRM 12/004",,,"Rio Branco","AC",
"Posto de Recrutamento e Mobilização de Rondonópolis","PRM 09/004",,,"Rondonópolis","MT",
"Posto de Recrutamento e Mobilização de Salvador","PRM 06/001",,,"Salvador","BA",
"Posto de Recrutamento e Mobilização de Santa Maria","PRM 03/005",,,"Santa Maria","RS",
"Posto de Recrutamento e Mobilização de Santarém","PRM 08/005",,,"Santarém","PA",
"Posto de Recrutamento e Mobilização de Santiago","PRM 03/004",,,"Santiago","RS",
"Posto de Recrutamento e Mobilização de Santo Ângelo","PRM 03/002",,,"Santo Ângelo","RS",
"Posto de Recrutamento e Mobilização de São Luís","PRM 08/002",,,"São Luís","MA",
"Posto de Recrutamento e Mobilização de São Miguel do Oeste","PRM 05/007",,,"São Miguel do Oeste","SC",
"Posto de Recrutamento e Mobilização de Tabatinga","PRM 12/007",,,"Tabatinga","AM",
"Posto de Recrutamento e Mobilização de Tefé","PRM 12/005",,,"Tefé","AM",
"Posto de Recrutamento e Mobilização de Teresina","PRM 10/002",,,"Teresina","PI",
"Posto de Recrutamento e Mobilização de Uberlândia","PRM 11/003",,,"Uberlândia","MG",
"Posto de Recrutamento e Mobilização de Vila Velha","PRM 01/005",,,"Vila Velha","ES",
"Posto de Recrutamento e Mobilização do Rio de Janeiro","PRM 01/002",,,"Rio de Janeiro","RJ",
"Posto de Recrutamento e Mobilização do Rio de Janeiro (PDC)","PRM 01/001",,,"Rio de Janeiro","RJ",
"Prefeitura Militar da Zona Sul","PMZS","PRAÇA GEN TIBURCIO, 83 SALA 111","PRAIA  VERMELHA","Rio de Janeiro","RJ","22293900"
"Prefeitura Militar de Brasília","PMB","QG EX - BL J - 2º PAV","S M U","Brasília","DF","70630901"
"Secretaria de Economia e Finanças","SEF","Avenida do Exército - QGEx - Bloco I - 2° Piso","Setor Militar Urbano","Brasília","DF","70630904"
"Secretaria-Geral do Exército","SGEx","QG EX - BLOCO A - 2ï¿½ Andar","S M U","Brasília","DF","70630901"
"teste","teste",,,"Abreulândia","TO",
"Tiro de Guera de Marco","TG 10-025",,,"Marco","CE",
"Tiro de Guerra de Abaetetuba","TG 08-003","RUA 15 DE NOVEMBRO S/N","SÃO LOURENÇO","Abaetetuba","PA","68440000"
"Tiro de Guerra de Acaraú","TG 10-018","RUA NOVA S/N","CENTRO","Acarau","CE","62580000"
"Tiro de Guerra de Adamantina","TG 02-080","AV ARMANDO SALLES OLIVEIRA, 763","CENTRO","Adamantina","SP","17800000"
"Tiro de Guerra de Afogados da Ingazeira","TG 07-020","RUA PADRE LUIZ GONZAGA DE CAMPOS GÓES, S/N","MORADA NOVA","Afogados da Ingazeira","PE","56800000"
"Tiro de Guerra de Agudos","TG 02-057","RUA CLEOPHANO PITAGUARY, 483","CENTRO","Agudos","SP","17120000"
"Tiro de Guerra de Alagoa Grande","TG 07-023",,,"Alagoa Grande","PB",
"Tiro de Guerra de Alagoinhas","TG 06-001","LARGO DA INDEPENDENCIA, 07","Alto do Capinã","Alagoinhas","BA","48020480"
"Tiro de Guerra de Alegre","TG 01-005","AV OLIVIO CORREA PEDROSA, 546","CENTRO","Alegre","ES","29500000"
"Tiro de Guerra de Alfenas","TG 04-004","AV GOV VALADARES, 45","CENTRO","Alfenas","MG","37130000"
"Tiro de Guerra de Alta Floresta","TG 09-001","RUA T2","SETOR A","Alta Floresta","MT","78580000"
"Tiro de Guerra de Americana","TG 02-045","RUA FLORINDO CIBIN, 2675","SÃO DOMINGOS","Americana","SP","13471800"
"Tiro de Guerra de Amparo","TG 02-001","PRAÇA MEIRELLES REIS, 175","CENTRO","Amparo","SP","13903049"
"Tiro de Guerra de Anápolis","TG 11-001","RUA CHICO XAVIER, Q 60, LT 13","JUNDIAI","Anápolis","GO","75110120"
"Tiro de Guerra de Andradina","TG 02-007","RUA BANDEIRANTES, 1447","PISCINA","Andradina","SP","19901000"
"Tiro de Guerra de Aracati","TG 10-014","RUA SANTOS DUMONT, 756","CENTRO","Aracati","CE","62800000"
"Tiro de Guerra de Araçatuba","TG 02-010","RUA PROF CHIQUITA FERNANDES, 1223","BANDEIRAS","Araçatuba","SP","16025100"
"Tiro de Guerra de Araguaina","TG 11-011","RUA JOSE DE ALENCAR, S/N","TECNORTE","Araguaína","TO","77813400"
"Tiro de Guerra de Arapiraca","TG 07-015","RUA SGT BENEVIDES S/N","PRIMAVERA","Arapiraca","AL","57304410"
"Tiro de Guerra de Araquara","TG 02-002","RUA CEARÁ, 1588","VILA XAVIER","Araraquara","SP","14810165"
